,meta,memento-datetime,url,data-type,status,1,2,memento-url,filename
104,"com,twitter)/an_cabraal/status/1326381665925656576",20201111043127,https://twitter.com/an_cabraal/status/1326381665925656576,text/html,200,4XKRMJVFP6VOOAXUIUBIOCTLZM44EDNN,2622,https://web.archive.org/web/20201111043127/https://twitter.com/an_cabraal/status/1326381665925656576,status-1326381665925656576-20201111043127.html
105,"com,twitter)/an_cabraal/status/1327104366034214912",20201113042307,https://twitter.com/an_cabraal/status/1327104366034214912,text/html,200,W3LPHYD6P5QAKUTA3VSA5TR2EPWQEVGB,2308,https://web.archive.org/web/20201113042307/https://twitter.com/an_cabraal/status/1327104366034214912,status-1327104366034214912-20201113042307.html
106,"com,twitter)/an_cabraal/status/1327156546581762053",20201113074933,https://twitter.com/an_cabraal/status/1327156546581762053,text/html,302,RRL4ZPZ7DCBMJJ45RCAN3KTRE6F73GNL,464,https://web.archive.org/web/20201113074933/https://twitter.com/an_cabraal/status/1327156546581762053,status-1327156546581762053-20201113074933.html
107,"com,twitter)/an_cabraal/status/1327246541308928001",20201113140325,https://twitter.com/an_cabraal/status/1327246541308928001,text/html,200,GPXZ2EUBJW77A6XAQCZATUY2PMMCWZ7S,3910,https://web.archive.org/web/20201113140325/https://twitter.com/an_cabraal/status/1327246541308928001,status-1327246541308928001-20201113140325.html
108,"com,twitter)/an_cabraal/status/1327246544022564865",20201113140408,https://twitter.com/an_cabraal/status/1327246544022564865,text/html,200,WTHAY73IBBNHPPGI53GKUV5STK2QL7MC,3301,https://web.archive.org/web/20201113140408/https://twitter.com/an_cabraal/status/1327246544022564865,status-1327246544022564865-20201113140408.html
109,"com,twitter)/an_cabraal/status/1327527151168413697",20201114082217,https://twitter.com/an_cabraal/status/1327527151168413697,text/html,200,WGKKWFEYBWFIBWX5SFENVYHLSQWMAC2E,6398,https://web.archive.org/web/20201114082217/https://twitter.com/an_cabraal/status/1327527151168413697,status-1327527151168413697-20201114082217.html
110,"com,twitter)/an_cabraal/status/1327942147413143557",20201115123926,https://twitter.com/an_cabraal/status/1327942147413143557,text/html,200,N4MWIF7EJQK4VUTFJUV5SXA4ASLYROZH,2961,https://web.archive.org/web/20201115123926/https://twitter.com/an_cabraal/status/1327942147413143557,status-1327942147413143557-20201115123926.html
111,"com,twitter)/an_cabraal/status/1328206246583754752",20201116052050,https://twitter.com/an_cabraal/status/1328206246583754752,text/html,200,VIRRHPNYUEL536QBLBKMVN4IRGZQFZU5,2472,https://web.archive.org/web/20201116052050/https://twitter.com/an_cabraal/status/1328206246583754752,status-1328206246583754752-20201116052050.html
112,"com,twitter)/an_cabraal/status/1328325543511560195",20201116132147,https://twitter.com/an_cabraal/status/1328325543511560195,text/html,200,LIW6XDO6ZHO525T2CWAZPDDSG336CG4X,3340,https://web.archive.org/web/20201116132147/https://twitter.com/an_cabraal/status/1328325543511560195,status-1328325543511560195-20201116132147.html
113,"com,twitter)/an_cabraal/status/1329001000305262593",20201118100048,https://twitter.com/an_cabraal/status/1329001000305262593,text/html,200,J7RMS6AYYMP46VVNBYZQT4H66HSAPONZ,3096,https://web.archive.org/web/20201118100048/https://twitter.com/an_cabraal/status/1329001000305262593,status-1329001000305262593-20201118100048.html
114,"com,twitter)/an_cabraal/status/1329433905485713416",20201119144351,https://twitter.com/an_cabraal/status/1329433905485713416,text/html,200,BZI6PR2UDA66VMMD2CD3MFFNLXPSHXMB,3394,https://web.archive.org/web/20201119144351/https://twitter.com/an_cabraal/status/1329433905485713416,status-1329433905485713416-20201119144351.html
115,"com,twitter)/an_cabraal/status/1329433908992208897",20201119144332,https://twitter.com/an_cabraal/status/1329433908992208897,text/html,200,AHYM746D3XSAWIWF4ZU74GAOM4IUY2GV,3168,https://web.archive.org/web/20201119144332/https://twitter.com/an_cabraal/status/1329433908992208897,status-1329433908992208897-20201119144332.html
116,"com,twitter)/an_cabraal/status/1329759082463412224",20201120121443,https://twitter.com/an_cabraal/status/1329759082463412224,text/html,200,CDMO6LMRUU5M56HZJLSVHRO3NR3DASBQ,6934,https://web.archive.org/web/20201120121443/https://twitter.com/an_cabraal/status/1329759082463412224,status-1329759082463412224-20201120121443.html
117,"com,twitter)/an_cabraal/status/1329759085449728002",20201120165218,https://twitter.com/an_cabraal/status/1329759085449728002,text/html,200,T4ZD44ILOL4WCMGZJPRFA4GGELE5CNSC,4326,https://web.archive.org/web/20201120165218/https://twitter.com/an_cabraal/status/1329759085449728002,status-1329759085449728002-20201120165218.html
118,"com,twitter)/an_cabraal/status/1330047525538160640",20201121221257,https://twitter.com/an_cabraal/status/1330047525538160640,text/html,200,2MWDJMHMDCCJ5Y5YUWUI6J5JATHJRK22,5817,https://web.archive.org/web/20201121221257/https://twitter.com/an_cabraal/status/1330047525538160640,status-1330047525538160640-20201121221257.html
119,"com,twitter)/an_cabraal/status/1330463320315285504",20201122105049,https://twitter.com/an_cabraal/status/1330463320315285504,text/html,200,TWQO43G4B73KZIXGF24MWNROBBPIMFAJ,6350,https://web.archive.org/web/20201122105049/https://twitter.com/an_cabraal/status/1330463320315285504,status-1330463320315285504-20201122105049.html
120,"com,twitter)/an_cabraal/status/1330465437201666048",20201122105752,https://twitter.com/an_cabraal/status/1330465437201666048,text/html,200,5EFKXIQ6VD4N333DJZ6TJVTUIKCKVPM6,6491,https://web.archive.org/web/20201122105752/https://twitter.com/an_cabraal/status/1330465437201666048,status-1330465437201666048-20201122105752.html
121,"com,twitter)/an_cabraal/status/1330829490113581056",20201123110509,https://twitter.com/an_cabraal/status/1330829490113581056,text/html,200,GGWPGHUCXWWH7UZL2ZJD5CHPLGAZDPC7,7020,https://web.archive.org/web/20201123110509/https://twitter.com/an_cabraal/status/1330829490113581056,status-1330829490113581056-20201123110509.html
122,"com,twitter)/an_cabraal/status/1331269359310815232",20201124161550,https://twitter.com/an_cabraal/status/1331269359310815232,text/html,200,WMU6TRT5BYHMSPMMBIHL4YFOQHE4A65F,6913,https://web.archive.org/web/20201124161550/https://twitter.com/an_cabraal/status/1331269359310815232,status-1331269359310815232-20201124161550.html
123,"com,twitter)/an_cabraal/status/1331567391805988864",20201125115650,https://twitter.com/an_cabraal/status/1331567391805988864,text/html,200,5ZBWTHZCZVUS5AEX2GOJC56PAL56ZKGX,2509,https://web.archive.org/web/20201125115650/https://twitter.com/an_cabraal/status/1331567391805988864,status-1331567391805988864-20201125115650.html
124,"com,twitter)/an_cabraal/status/1332168323878961153",20201127034736,https://twitter.com/an_cabraal/status/1332168323878961153,text/html,200,TVAVP3GMF56MTJDGVRJBIQN2KVCALYFB,2534,https://web.archive.org/web/20201127034736/https://twitter.com/an_cabraal/status/1332168323878961153,status-1332168323878961153-20201127034736.html
125,"com,twitter)/an_cabraal/status/1332568827725418498",20201128061618,https://twitter.com/an_cabraal/status/1332568827725418498,text/html,200,ZM7U75ZZLV6CVGO4LIQNDZPI2IDNLZOE,2827,https://web.archive.org/web/20201128061618/https://twitter.com/an_cabraal/status/1332568827725418498,status-1332568827725418498-20201128061618.html
126,"com,twitter)/an_cabraal/status/1332568829948428290",20201128061610,https://twitter.com/an_cabraal/status/1332568829948428290,text/html,200,SPIV7RZHMVDBOLRZTEDAMLRBA5DNQLFQ,2534,https://web.archive.org/web/20201128061610/https://twitter.com/an_cabraal/status/1332568829948428290,status-1332568829948428290-20201128061610.html
127,"com,twitter)/an_cabraal/status/1332619162733006849",20201128094029,https://twitter.com/an_cabraal/status/1332619162733006849,text/html,200,HTHWNW7G7CKO22SGHHDOBBI67HJ34N2C,3125,https://web.archive.org/web/20201128094029/https://twitter.com/an_cabraal/status/1332619162733006849,status-1332619162733006849-20201128094029.html
128,"com,twitter)/an_cabraal/status/1332985995025760257",20201129095414,https://twitter.com/an_cabraal/status/1332985995025760257,text/html,200,XJWOA3VMSSVE6MOZ7E3TFRQNBKWDIWVQ,2459,https://web.archive.org/web/20201129095414/https://twitter.com/an_cabraal/status/1332985995025760257,status-1332985995025760257-20201129095414.html
129,"com,twitter)/an_cabraal/status/1333447001271255040",20201130164236,https://twitter.com/an_cabraal/status/1333447001271255040,text/html,200,OPTT7VJCL4ZHKG4HKCFBA3Z3Z2KVEMUI,3794,https://web.archive.org/web/20201130164236/https://twitter.com/an_cabraal/status/1333447001271255040,status-1333447001271255040-20201130164236.html
130,"com,twitter)/an_cabraal/status/1334037933272092675",20201202073334,https://twitter.com/an_cabraal/status/1334037933272092675,text/html,200,7WDEOJGKUQXFUO5ARFYGCEOAQE5TCNAJ,2742,https://web.archive.org/web/20201202073334/https://twitter.com/an_cabraal/status/1334037933272092675,status-1334037933272092675-20201202073334.html
131,"com,twitter)/an_cabraal/status/1334037933272092675",20220313152409,https://twitter.com/an_cabraal/status/1334037933272092675,text/html,200,VBFETGKON3JOFLCAO3TH2GOXPX5B53DJ,6480,https://web.archive.org/web/20220313152409/https://twitter.com/an_cabraal/status/1334037933272092675,status-1334037933272092675-20220313152409.html
132,"com,twitter)/an_cabraal/status/1334037933272092675",20220314152409,https://twitter.com/an_cabraal/status/1334037933272092675,text/html,200,MP6VAQIRZE4THB3BOJ7A5V7RV5G7LJ4U,7804,https://web.archive.org/web/20220314152409/https://twitter.com/an_cabraal/status/1334037933272092675,status-1334037933272092675-20220314152409.html
133,"com,twitter)/an_cabraal/status/1334037933272092675",20220315152436,https://twitter.com/an_cabraal/status/1334037933272092675,text/html,200,T7WDOJDYQ277M4GBHNHZPYQHM2PNSXDI,5974,https://web.archive.org/web/20220315152436/https://twitter.com/an_cabraal/status/1334037933272092675,status-1334037933272092675-20220315152436.html
134,"com,twitter)/an_cabraal/status/1335798219234631685",20201207041029,https://twitter.com/an_cabraal/status/1335798219234631685,text/html,200,JHAQTTGC4RKE3WTKA6H6MSK5PDGVCWFA,7845,https://web.archive.org/web/20201207041029/https://twitter.com/an_cabraal/status/1335798219234631685,status-1335798219234631685-20201207041029.html
135,"com,twitter)/an_cabraal/status/1335879217418969088",20201207093121,https://twitter.com/an_cabraal/status/1335879217418969088,text/html,200,GU3JKI443U2XHC6TAGIYHA3SOFZ7TWCI,7881,https://web.archive.org/web/20201207093121/https://twitter.com/an_cabraal/status/1335879217418969088,status-1335879217418969088-20201207093121.html
136,"com,twitter)/an_cabraal/status/1336611495703003136",20201209100019,https://twitter.com/an_cabraal/status/1336611495703003136,text/html,302,VFKQN2FKCWOO6MOKPSJ3WD3BJWWWHQY5,489,https://web.archive.org/web/20201209100019/https://twitter.com/an_cabraal/status/1336611495703003136,status-1336611495703003136-20201209100019.html
